Timestamp,Mode,Latitude,Longitude,Altitude GPS (m),Altitude Pressure (m),Pressure (Pa),GPS Valid,Pressure Valid,Accel X (g),Accel Y (g),Accel Z (g),Gyro X (deg/s),Gyro Y (deg/s),Gyro Z (deg/s),Mag X (µT),Mag Y (µT),Mag Z (µT),IMU Temp (°C),IMU Valid,Bus Voltage (V),Current (mA),Power (mW),Power Valid,RSSI (dBm)
509940,2,27.375961,-82.456406,7.3,217.36,987.41,false,true,0.023,-0.009,0.911,13.74,-10.9,1.92,0,0,0,27.5,true,5.157,-6.25,40,true,0
509977,2,27.375961,-82.456406,7.3,217.7,987.37,false,true,0.021,-0.009,0.909,13.74,-10.88,1.85,0,0,0,27.5,true,5.187,-7.5,40,true,0
510116,2,27.375961,-82.456406,7.3,217.62,987.38,false,true,0.021,-0.012,0.907,13.86,-10.95,1.83,0,0,0,27.5,true,4.439,-7.5,40,true,0
510153,2,27.375961,-82.456406,7.3,217.86,987.35,false,true,0.02,-0.01,0.906,13.71,-10.81,1.93,0,0,0,27.5,true,4.41,-6.25,30,true,0
510190,2,27.375961,-82.456406,7.3,218.07,987.33,false,true,0.022,-0.009,0.907,13.83,-10.92,2.04,0,0,0,27.4,true,4.41,-6.25,30,true,0
510227,2,27.375961,-82.456406,7.3,218.06,987.33,false,true,0.02,-0.012,0.903,13.82,-10.84,1.94,0,0,0,27.5,true,5.031,-7.5,40,true,0
510264,2,27.375961,-82.456406,7.3,217.84,987.36,false,true,0.023,-0.013,0.908,13.84,-10.89,1.87,0,0,0,27.5,true,5.182,-7.5,40,true,0
510375,2,27.375961,-82.456406,7.3,218.05,987.33,false,true,0.023,-0.01,0.907,13.72,-10.84,1.98,0,0,0,27.5,true,4.751,-6.25,40,true,0
510412,2,27.375961,-82.456406,7.3,218.08,987.33,false,true,0.023,-0.01,0.912,13.89,-10.87,1.99,0,0,0,27.5,true,4.617,-6.25,30,true,0
510449,2,27.375961,-82.456406,7.3,217.63,987.38,false,true,0.024,-0.009,0.904,13.79,-10.83,1.87,0,0,0,27.5,true,4.615,-6.25,30,true,0
510486,2,27.375961,-82.456406,7.3,217.87,987.35,false,true,0.021,-0.007,0.909,13.84,-10.78,1.94,0,0,0,27.5,true,4.611,-5,30,true,0
510523,2,27.375961,-82.456406,7.3,217,987.46,false,true,0.018,-0.011,0.906,13.76,-10.78,1.92,0,0,0,27.5,true,5.156,-8.75,50,true,0
510560,2,27.375961,-82.456406,7.3,217.57,987.39,false,true,0.027,-0.011,0.911,13.83,-10.93,1.83,0,0,0,27.5,true,5.19,-7.5,40,true,0
510671,2,27.375961,-82.456406,7.3,217.56,987.39,false,true,0.021,-0.013,0.91,13.92,-10.77,1.88,0,0,0,27.5,true,4.534,-6.25,30,true,0
510708,2,27.375961,-82.456406,7.3,214.47,987.75,false,true,0.022,-0.008,0.908,13.82,-10.92,1.84,0,0,0,27.5,true,4.401,-6.25,30,true,0
510745,2,27.375961,-82.456406,7.3,218.25,987.31,false,true,0.022,-0.013,0.904,13.86,-10.92,1.94,0,0,0,27.4,true,4.401,-6.25,30,true,0
510782,2,27.375961,-82.456406,7.3,247.09,983.92,false,true,0.019,-0.013,0.912,13.89,-10.77,1.98,0,0,0,27.5,true,4.403,-7.5,40,true,0
510819,2,27.375961,-82.456406,7.3,216.78,987.48,false,true,0.021,-0.01,0.904,13.88,-10.73,1.79,0,0,0,27.5,true,5.161,-6.25,40,true,0
510856,2,27.375961,-82.456406,7.3,217.46,987.4,false,true,0.025,-0.012,0.907,13.84,-10.89,1.82,0,0,0,27.5,true,5.189,-7.5,40,true,0
510967,2,27.375961,-82.456406,7.3,217.56,987.39,false,true,0.028,-0.011,0.904,13.85,-10.96,1.91,0,0,0,27.5,true,4.754,-6.25,30,true,0
511004,2,27.375961,-82.456406,7.3,217.13,987.44,false,true,0.02,-0.01,0.909,13.93,-10.84,1.89,0,0,0,27.5,true,4.625,-7.5,40,true,0
511041,2,27.375961,-82.456406,7.3,217.25,987.43,false,true,0.022,-0.01,0.908,13.77,-10.85,2.02,0,0,0,27.5,true,4.616,-6.25,30,true,0
511078,2,27.375961,-82.456406,7.3,217.42,987.41,false,true,0.022,-0.009,0.912,13.79,-10.84,1.85,0,0,0,27.5,true,4.62,-7.5,40,true,0
511115,2,27.375961,-82.456406,7.3,215.64,987.62,false,true,0.023,-0.01,0.911,13.9,-10.85,1.92,0,0,0,27.5,true,5.16,-7.5,40,true,0
511152,2,27.375961,-82.456406,7.3,217.6,987.39,false,true,0.025,-0.012,0.908,13.8,-10.86,1.89,0,0,0,27.5,true,5.193,-6.25,40,true,0
511263,2,27.375961,-82.456406,7.3,248.28,983.78,false,true,0.026,-0.009,0.902,13.89,-10.84,2.03,0,0,0,27.5,true,4.675,-7.5,30,true,0
511300,2,27.375961,-82.456406,7.3,217.57,987.39,false,true,0.023,-0.01,0.911,13.88,-10.87,1.98,0,0,0,27.4,true,4.418,-5,40,true,0
511337,2,27.375961,-82.456406,7.3,218.21,987.31,false,true,0.025,-0.015,0.904,13.8,-10.86,1.98,0,0,0,27.5,true,4.409,-6.25,30,true,0
511374,2,27.375961,-82.456406,7.3,218.35,987.3,false,true,0.021,-0.008,0.903,13.77,-10.86,1.94,0,0,0,27.5,true,4.412,-6.25,30,true,0
511411,2,27.375961,-82.456406,7.3,217.72,987.37,false,true,0.021,-0.011,0.91,13.89,-10.89,1.95,0,0,0,27.5,true,5.134,-6.25,40,true,0
511448,2,27.375961,-82.456406,7.3,217.37,987.41,false,true,0.021,-0.012,0.91,13.8,-10.89,1.85,0,0,0,27.4,true,5.19,-7.5,40,true,0
511559,2,27.375961,-82.456406,7.3,218.42,987.29,false,true,0.021,-0.016,0.906,13.93,-10.91,1.89,0,0,0,27.5,true,4.733,-8.75,40,true,0
511596,2,27.375961,-82.456406,7.3,217.89,987.35,false,true,0.022,-0.009,0.905,13.84,-10.73,1.98,0,0,0,27.5,true,4.619,-5,30,true,0
511633,2,27.375961,-82.456406,7.3,217.51,987.4,false,true,0.019,-0.007,0.909,13.78,-10.79,1.94,0,0,0,27.5,true,4.615,-6.25,30,true,0
511670,2,27.375961,-82.456406,7.3,218.08,987.33,false,true,0.022,-0.012,0.909,13.84,-10.88,1.87,0,0,0,27.5,true,4.614,-7.5,40,true,0
511707,2,27.375961,-82.456406,7.3,217.88,987.35,false,true,0.026,-0.011,0.911,13.89,-10.85,2,0,0,0,27.5,true,5.16,-7.5,50,true,0
511744,2,27.375961,-82.456406,7.3,217.14,987.44,false,true,0.022,-0.013,0.908,13.8,-10.78,1.9,0,0,0,27.5,true,5.189,-8.75,50,true,0
511855,2,27.375961,-82.456406,7.3,217.44,987.4,false,true,0.023,-0.009,0.907,13.78,-10.86,2.03,0,0,0,27.4,true,4.529,-7.5,40,true,0
511892,2,27.375961,-82.456406,7.3,217.78,987.36,false,true,0.022,-0.01,0.906,13.86,-10.9,1.82,0,0,0,27.5,true,4.412,-7.5,40,true,0
511929,2,27.375961,-82.456406,7.3,217.5,987.4,false,true,0.025,-0.01,0.911,13.8,-10.89,1.92,0,0,0,27.5,true,4.418,-5,30,true,0
511966,2,27.375961,-82.456406,7.3,217.68,987.38,false,true,0.021,-0.01,0.912,13.83,-10.89,1.95,0,0,0,27.5,true,4.441,-7.5,40,true,0
512003,2,27.375961,-82.456406,7.3,218.13,987.32,false,true,0.023,-0.009,0.904,13.76,-10.82,1.96,0,0,0,27.5,true,5.169,-6.25,40,true,0
512040,2,27.375961,-82.456406,7.3,216.86,987.47,false,true,0.023,-0.011,0.906,13.85,-10.8,2,0,0,0,27.5,true,5.198,-7.5,40,true,0
512142,2,27.375961,-82.456406,7.3,214.15,987.79,false,true,0.025,-0.012,0.913,13.86,-10.86,1.95,0,0,0,27.5,true,4.725,-7.5,30,true,0
512179,2,27.375961,-82.456406,7.3,217.31,987.42,false,true,0.022,-0.011,0.908,13.85,-10.8,2.02,0,0,0,27.4,true,4.624,-6.25,30,true,0
512216,2,27.375961,-82.456406,7.3,217.55,987.39,false,true,0.024,-0.015,0.912,13.77,-10.77,1.89,0,0,0,27.5,true,4.613,-7.5,30,true,0
512253,2,27.375961,-82.456406,7.3,217.82,987.36,false,true,0.025,-0.014,0.904,13.79,-10.94,1.9,0,0,0,27.5,true,4.616,-7.5,40,true,0
512290,2,27.375961,-82.456406,7.3,217.16,987.44,false,true,0.026,-0.009,0.907,13.79,-10.81,1.89,0,0,0,27.4,true,5.168,-7.5,40,true,0
512327,2,27.375961,-82.456406,7.3,213.8,987.83,false,true,0.025,-0.012,0.91,13.91,-10.87,1.94,0,0,0,27.5,true,5.193,-7.5,40,true,0
512438,2,27.375961,-82.456406,7.3,216.73,987.49,false,true,0.023,-0.01,0.91,13.85,-10.89,1.9,0,0,0,27.5,true,4.657,-5,30,true,0
512475,2,27.375961,-82.456406,7.3,217.52,987.4,false,true,0.022,-0.009,0.905,13.81,-10.85,1.88,0,0,0,27.5,true,4.411,-6.25,30,true,0
512512,2,27.375961,-82.456406,7.3,217.42,987.41,false,true,0.023,-0.012,0.908,13.79,-10.91,1.99,0,0,0,27.5,true,4.404,-6.25,30,true,0
512549,2,27.375961,-82.456406,7.3,217.27,987.42,false,true,0.022,-0.014,0.905,13.82,-10.85,1.95,0,0,0,27.5,true,4.406,-5,30,true,0
512586,2,27.375961,-82.456406,7.3,217.68,987.38,false,true,0.026,-0.01,0.908,13.85,-10.81,1.84,0,0,0,27.5,true,5.142,-6.25,40,true,0
512623,2,27.375961,-82.456406,7.3,217.89,987.35,false,true,0.021,-0.011,0.908,13.88,-10.81,1.95,0,0,0,27.5,true,5.19,-7.5,40,true,0
512734,2,27.375961,-82.456406,7.3,218.38,987.29,false,true,0.022,-0.013,0.909,13.82,-10.86,2.01,0,0,0,27.5,true,4.725,-7.5,40,true,0
512771,2,27.375961,-82.456406,7.3,217.78,987.36,false,true,0.022,-0.012,0.907,13.78,-10.87,1.9,0,0,0,27.5,true,4.617,-6.25,30,true,0
512808,2,27.375961,-82.456406,7.3,218,987.34,false,true,0.021,-0.01,0.912,13.8,-10.69,1.87,0,0,0,27.4,true,4.613,-7.5,40,true,0
512845,2,27.375961,-82.456406,7.3,217.85,987.36,false,true,0.021,-0.009,0.906,13.79,-10.91,1.84,0,0,0,27.4,true,4.615,-6.25,30,true,0
512882,2,27.375961,-82.456406,7.3,217.89,987.35,false,true,0.024,-0.014,0.904,13.89,-10.82,1.86,0,0,0,27.4,true,5.166,-6.25,40,true,0
512919,2,27.375961,-82.456406,7.3,217.75,987.37,false,true,0.021,-0.008,0.907,13.73,-10.92,1.89,0,0,0,27.5,true,5.196,-6.25,40,true,0
513030,2,27.375961,-82.456406,7.3,217.75,987.37,false,true,0.024,-0.01,0.908,13.81,-10.95,2.01,0,0,0,27.5,true,4.624,-6.25,30,true,0
513067,2,27.375961,-82.456406,7.3,217.35,987.41,false,true,0.022,-0.01,0.905,13.8,-10.82,2,0,0,0,27.5,true,4.411,-7.5,40,true,0
513105,2,27.375961,-82.456406,7.3,218.24,987.31,false,true,0.018,-0.011,0.909,13.82,-10.88,1.93,0,0,0,27.5,true,4.412,-6.25,30,true,0
513142,2,27.375961,-82.456406,7.3,217.5,987.4,false,true,0.018,-0.015,0.906,13.92,-10.85,2.03,0,0,0,27.4,true,4.416,-6.25,30,true,0
513179,2,27.375961,-82.456406,7.3,217.64,987.38,false,true,0.026,-0.009,0.909,13.81,-10.89,1.95,0,0,0,27.5,true,5.153,-7.5,40,true,0
513216,2,27.375961,-82.456406,7.3,217.77,987.37,false,true,0.021,-0.011,0.907,13.84,-10.93,1.76,0,0,0,27.5,true,5.194,-7.5,40,true,0
513327,2,27.375961,-82.456406,7.3,217.77,987.37,false,true,0.025,-0.013,0.916,13.8,-10.81,2.02,0,0,0,27.5,true,4.716,-7.5,40,true,0
513364,2,27.375961,-82.456406,7.3,217.98,987.34,false,true,0.022,-0.008,0.911,13.83,-10.85,1.95,0,0,0,27.4,true,4.622,-7.5,40,true,0
513401,2,27.375961,-82.456406,7.3,217.49,987.4,false,true,0.024,-0.008,0.914,13.82,-10.79,1.91,0,0,0,27.5,true,4.615,-7.5,40,true,0
513438,2,27.375961,-82.456406,7.3,253.68,983.15,false,true,0.023,-0.01,0.902,13.74,-10.88,1.88,0,0,0,27.4,true,4.617,-7.5,40,true,0
513475,2,27.375961,-82.456406,7.3,217.7,987.37,false,true,0.019,-0.006,0.909,13.81,-10.79,1.96,0,0,0,27.4,true,5.165,-6.25,40,true,0
513512,2,27.375961,-82.456406,7.3,217.64,987.38,false,true,0.023,-0.012,0.91,13.79,-10.82,2.02,0,0,0,27.5,true,5.189,-7.5,40,true,0
513623,2,27.375961,-82.456406,7.3,218.02,987.34,false,true,0.021,-0.009,0.907,13.89,-10.84,1.97,0,0,0,27.5,true,4.593,-6.25,40,true,0
513660,2,27.375961,-82.456406,7.3,217.66,987.38,false,true,0.025,-0.01,0.901,13.86,-10.79,2,0,0,0,27.5,true,4.41,-7.5,30,true,0
513697,2,27.375961,-82.456406,7.3,218.44,987.29,false,true,0.019,-0.008,0.907,13.88,-10.95,1.95,0,0,0,27.4,true,4.404,-7.5,30,true,0
513734,2,27.375961,-82.456406,7.3,217.84,987.36,false,true,0.02,-0.009,0.908,13.88,-10.81,1.93,0,0,0,27.4,true,4.407,-6.25,30,true,0
513771,2,27.375961,-82.456406,7.3,218.01,987.34,false,true,0.021,-0.013,0.907,13.8,-10.86,2.06,0,0,0,27.5,true,5.148,-7.5,40,true,0
513808,2,27.375961,-82.456406,7.3,214.93,987.7,false,true,0.021,-0.011,0.904,13.82,-10.8,1.96,0,0,0,27.5,true,5.187,-7.5,40,true,0
513919,2,27.375961,-82.456406,7.3,217.74,987.37,false,true,0.024,-0.009,0.907,13.89,-10.95,1.95,0,0,0,27.5,true,4.715,-7.5,40,true,0
513956,2,27.375961,-82.456406,7.3,218.21,987.31,false,true,0.025,-0.008,0.91,13.84,-10.92,1.98,0,0,0,27.5,true,4.625,-6.25,30,true,0
513993,2,27.375961,-82.456406,7.3,217.98,987.34,false,true,0.022,-0.012,0.904,13.82,-10.86,1.95,0,0,0,27.5,true,4.621,-7.5,40,true,0
514030,2,27.375961,-82.456406,7.3,217.55,987.39,false,true,0.022,-0.008,0.905,13.92,-11.02,2.05,0,0,0,27.5,true,4.615,-6.25,40,true,0
514067,2,27.375961,-82.456406,7.3,217.37,987.41,false,true,0.02,-0.012,0.91,13.82,-10.83,1.92,0,0,0,27.4,true,5.174,-7.5,50,true,0
514095,2,27.375961,-82.456406,7.3,217.74,987.37,false,true,0.023,-0.01,0.906,13.81,-10.77,1.97,0,0,0,27.5,true,5.198,-7.5,40,true,0
514206,2,27.375961,-82.456406,7.3,217.5,987.4,false,true,0.022,-0.007,0.914,13.84,-10.84,1.97,0,0,0,27.5,true,4.589,-7.5,40,true,0
514243,2,27.375961,-82.456406,7.3,218.34,987.3,false,true,0.022,-0.007,0.906,13.83,-10.89,1.85,0,0,0,27.4,true,4.421,-7.5,40,true,0
514280,2,27.375961,-82.456406,7.3,217.57,987.39,false,true,0.021,-0.008,0.906,13.73,-10.84,1.92,0,0,0,27.5,true,4.42,-6.25,30,true,0
514317,2,27.375961,-82.456406,7.3,218.01,987.34,false,true,0.022,-0.01,0.905,13.93,-10.88,1.85,0,0,0,27.5,true,4.416,-7.5,40,true,0
514354,2,27.375961,-82.456406,7.3,218.25,987.31,false,true,0.024,-0.012,0.908,13.82,-10.75,1.93,0,0,0,27.5,true,5.154,-6.25,40,true,0
514391,2,27.375961,-82.456406,7.3,217.55,987.39,false,true,0.026,-0.012,0.913,13.85,-10.79,1.78,0,0,0,27.5,true,5.198,-8.75,50,true,0
514502,2,27.375961,-82.456406,7.3,217.77,987.37,false,true,0.021,-0.014,0.91,13.87,-10.82,1.95,0,0,0,27.5,true,4.694,-6.25,30,true,0
514539,2,27.375961,-82.456406,7.3,217.67,987.38,false,true,0.022,-0.009,0.907,13.9,-10.92,2.07,0,0,0,27.5,true,4.619,-7.5,30,true,0
514576,2,27.375961,-82.456406,7.3,218.31,987.3,false,true,0.021,-0.009,0.909,13.78,-10.89,1.99,0,0,0,27.5,true,4.617,-7.5,30,true,0
514613,2,27.375961,-82.456406,7.3,216.68,987.49,false,true,0.02,-0.008,0.91,13.82,-11,1.92,0,0,0,27.5,true,4.619,-8.75,40,true,0
514650,2,27.375961,-82.456406,7.3,217.9,987.35,false,true,0.027,-0.011,0.91,13.74,-10.8,1.99,0,0,0,27.4,true,5.17,-7.5,40,true,0
514687,2,27.375961,-82.456406,7.3,217.55,987.39,false,true,0.023,-0.01,0.908,13.81,-10.76,1.95,0,0,0,27.5,true,5.189,-8.75,50,true,0
514798,2,27.375961,-82.456406,7.3,217.78,987.36,false,true,0.021,-0.009,0.911,13.83,-10.87,1.94,0,0,0,27.4,true,4.845,-7.5,40,true,0
514835,2,27.375961,-82.456406,7.3,217.79,987.36,false,true,0.024,-0.008,0.91,13.81,-10.94,1.89,0,0,0,27.5,true,4.411,-7.5,40,true,0
514872,2,27.375961,-82.456406,7.3,218.21,987.31,false,true,0.024,-0.01,0.913,13.82,-10.84,1.98,0,0,0,27.5,true,4.401,-6.25,30,true,0
514909,2,27.375961,-82.456406,7.3,217.32,987.42,false,true,0.021,-0.01,0.912,13.89,-10.86,1.9,0,0,0,27.5,true,4.401,-6.25,30,true,0
514946,2,27.375961,-82.456406,7.3,217.71,987.37,false,true,0.02,-0.01,0.911,13.84,-10.84,1.8,0,0,0,27.5,true,5.113,-6.25,40,true,0
514983,2,27.375961,-82.456406,7.3,216.88,987.47,false,true,0.021,-0.008,0.911,13.81,-10.92,1.99,0,0,0,27.5,true,5.187,-7.5,30,true,0
515094,2,27.375961,-82.456406,7.3,218.33,987.3,false,true,0.025,-0.009,0.91,13.84,-10.85,2.02,0,0,0,27.5,true,4.802,-7.5,40,true,0
515131,2,27.375961,-82.456406,7.3,210.15,988.26,false,true,0.022,-0.007,0.911,13.85,-10.85,1.85,0,0,0,27.5,true,4.626,-5,30,true,0
515168,2,27.375961,-82.456406,7.3,217.86,987.36,false,true,0.023,-0.01,0.904,13.76,-10.93,1.98,0,0,0,27.5,true,4.614,-5,30,true,0
515205,2,27.375961,-82.456406,7.3,217.73,987.37,false,true,0.021,-0.011,0.908,13.9,-10.88,1.95,0,0,0,27.5,true,4.616,-6.25,30,true,0
515242,2,27.375961,-82.456406,7.3,217.67,987.38,false,true,0.024,-0.009,0.907,13.77,-10.83,1.9,0,0,0,27.5,true,5.148,-7.5,40,true,0
515279,2,27.375961,-82.456406,7.3,217.78,987.36,false,true,0.021,-0.011,0.912,13.75,-10.89,1.89,0,0,0,27.5,true,5.189,-6.25,40,true,0
515353,2,27.375961,-82.456406,7.3,217.56,987.39,false,true,0.021,-0.008,0.913,13.88,-10.9,1.94,0,0,0,27.5,true,4.68,-7.5,30,true,0
515390,2,27.375961,-82.456406,7.3,217.19,987.43,false,true,0.023,-0.009,0.908,13.85,-10.92,2.06,0,0,0,27.5,true,4.421,-6.25,40,true,0
515427,2,27.375961,-82.456406,7.3,214.85,987.71,false,true,0.022,-0.012,0.913,13.86,-10.9,1.92,0,0,0,27.5,true,4.411,-7.5,30,true,0
515464,2,27.375961,-82.456406,7.3,217.39,987.41,false,true,0.021,-0.013,0.906,13.9,-10.87,1.96,0,0,0,27.5,true,4.411,-7.5,40,true,0
515502,2,27.375961,-82.456406,7.3,218.04,987.33,false,true,0.019,-0.01,0.908,13.89,-10.96,2.04,0,0,0,27.5,true,5.139,-7.5,40,true,0
515539,2,27.375961,-82.456406,7.3,218.4,987.29,false,true,0.021,-0.009,0.908,13.88,-10.85,1.99,0,0,0,27.5,true,5.19,-8.75,50,true,0
515650,2,27.375961,-82.456406,7.3,217.7,987.37,false,true,0.025,-0.013,0.904,13.95,-10.73,1.97,0,0,0,27.5,true,4.736,-7.5,30,true,0
515687,2,27.375961,-82.456406,7.3,217.6,987.39,false,true,0.022,-0.009,0.914,13.85,-10.95,1.86,0,0,0,27.5,true,4.622,-6.25,30,true,0
515724,2,27.375961,-82.456406,7.3,211.76,988.07,false,true,0.026,-0.009,0.904,13.87,-10.88,1.95,0,0,0,27.5,true,4.613,-7.5,40,true,0
515761,2,27.375961,-82.456406,7.3,218.94,987.23,false,true,0.024,-0.009,0.909,13.91,-10.84,1.85,0,0,0,27.4,true,4.615,-6.25,30,true,0
515798,2,27.375961,-82.456406,7.3,218.19,987.32,false,true,0.025,-0.006,0.908,13.83,-10.91,1.97,0,0,0,27.5,true,5.162,-6.25,40,true,0
515835,2,27.375961,-82.456406,7.3,217.72,987.37,false,true,0.025,-0.007,0.905,13.82,-10.9,1.92,0,0,0,27.4,true,5.19,-6.25,40,true,0
515946,2,27.375961,-82.456406,7.3,217.63,987.38,false,true,0.025,-0.01,0.905,13.76,-10.79,1.94,0,0,0,27.5,true,4.639,-7.5,40,true,0
515983,2,27.375961,-82.456406,7.3,217.4,987.41,false,true,0.022,-0.012,0.911,13.8,-10.93,2,0,0,0,27.5,true,4.415,-5,30,true,0
516020,2,27.375961,-82.456406,7.3,217.38,987.41,false,true,0.025,-0.012,0.912,13.85,-10.89,1.92,0,0,0,27.5,true,4.411,-7.5,30,true,0
516057,2,27.375961,-82.456406,7.3,217.48,987.4,false,true,0.023,-0.008,0.907,13.82,-10.84,1.82,0,0,0,27.5,true,4.409,-7.5,30,true,0
516094,2,27.375961,-82.456406,7.3,217.76,987.37,false,true,0.022,-0.011,0.909,13.85,-10.81,1.92,0,0,0,27.5,true,5.141,-7.5,50,true,0
516122,2,27.375961,-82.456406,7.3,217.24,987.43,false,true,0.026,-0.012,0.905,13.91,-10.89,1.88,0,0,0,27.5,true,5.193,-6.25,40,true,0
516196,2,27.375961,-82.456406,7.3,218.12,987.32,false,true,0.024,-0.011,0.911,13.9,-10.92,1.89,0,0,0,27.5,true,4.825,-7.5,40,true,0
516233,2,27.375961,-82.456406,7.3,217.21,987.43,false,true,0.022,-0.008,0.913,13.87,-10.91,2.05,0,0,0,27.5,true,4.634,-6.25,30,true,0
516270,2,27.375961,-82.456406,7.3,217.64,987.38,false,true,0.019,-0.009,0.909,13.86,-10.88,1.92,0,0,0,27.5,true,4.624,-7.5,40,true,0
516307,2,27.375961,-82.456406,7.3,217.07,987.45,false,true,0.022,-0.01,0.912,13.79,-10.82,2.06,0,0,0,27.5,true,4.625,-6.25,30,true,0
516344,2,27.375961,-82.456406,7.3,217.37,987.41,false,true,0.022,-0.01,0.914,13.83,-10.82,1.95,0,0,0,27.5,true,5.15,-7.5,40,true,0
516381,2,27.375961,-82.456406,7.3,217.61,987.38,false,true,0.021,-0.012,0.91,13.8,-10.87,1.9,0,0,0,27.5,true,5.195,-7.5,40,true,0
516492,2,27.375961,-82.456406,7.3,218.07,987.33,false,true,0.024,-0.009,0.906,13.91,-10.89,1.98,0,0,0,27.5,true,4.568,-6.25,40,true,0
516529,2,27.375961,-82.456406,7.3,217.6,987.39,false,true,0.022,-0.012,0.902,13.83,-10.88,1.86,0,0,0,27.5,true,4.418,-6.25,30,true,0
