757859,0,27.375738,-82.456123,50.4,216.89,987.47,false,true,0
762864,0,27.375692,-82.4561,54.8,216.37,987.53,true,true,0
767867,0,27.375692,-82.4561,54.8,216.56,987.51,false,true,0
772872,0,27.375671,-82.456108,55.2,216.53,987.51,true,true,0
777879,0,27.375671,-82.456108,55.2,216.65,987.5,false,true,0
782884,0,27.375647,-82.456116,57.7,216.67,987.49,true,true,0
787954,0,27.375647,-82.456116,57.7,215.99,987.58,false,true,0
792888,0,27.375643,-82.456123,60.9,216.76,987.48,true,true,0
797953,0,27.375643,-82.456123,60.9,216.5,987.51,false,true,0
802897,0,27.375631,-82.456131,59.9,216.22,987.55,true,true,0
807953,0,27.375631,-82.456131,59.9,216.65,987.5,false,true,0
812907,0,27.37569,-82.456161,56.3,216.52,987.51,true,true,0
817955,0,27.37569,-82.456161,56.3,216.74,987.49,false,true,0
822919,0,27.375706,-82.456154,55.9,216.45,987.52,true,true,0
827957,0,27.375706,-82.456154,55.9,216.27,987.54,false,true,0
832931,0,27.375683,-82.456123,62.2,216.48,987.52,true,true,0
837955,0,27.375683,-82.456123,62.2,216.74,987.49,false,true,0
842939,0,27.375671,-82.456116,66.9,216.29,987.54,true,true,0
847957,0,27.375671,-82.456116,66.9,216.33,987.53,false,true,0
852951,0,27.375683,-82.456108,68,216.84,987.47,true,true,0
857991,0,27.375683,-82.456108,68,216.13,987.56,false,true,0
862954,0,27.375685,-82.456108,68.4,216.5,987.52,true,true,0
867992,0,27.375685,-82.456108,68.4,216.35,987.53,false,true,0
872965,0,27.375694,-82.456108,68.9,217.53,987.39,true,true,0
877991,0,27.375694,-82.456108,68.9,216.82,987.48,false,true,0
882974,0,27.375708,-82.456108,65.9,216.44,987.52,true,true,0
887991,0,27.375708,-82.456108,65.9,217.02,987.45,false,true,0
892984,0,27.375721,-82.456108,62.5,216.01,987.57,true,true,0
897992,0,27.375721,-82.456108,62.5,216.83,987.48,false,true,0
902995,0,27.375732,-82.456108,61.4,216.86,987.47,true,true,0
908070,0,27.375727,-82.456108,63.3,216.37,987.53,true,true,0
913074,0,27.375725,-82.4561,64.8,216.46,987.52,true,true,0
918072,0,27.375719,-82.4561,66.5,216.81,987.48,true,true,0
